target_id	length	eff_length	est_counts	tpm
rna-NM_001180639.1	1236	1037	80	33.9847
rna-NM_001180640.3	2070	1871	57	13.4206
rna-NM_001180641.3	2172	1973	216	48.2279
rna-NM_001180642.1	4545	4346	113	11.4541
rna-NM_001180643.1	3675	3476	101	12.8001
rna-NM_001180644.3	945	746	31	18.3061
rna-NM_001180645.3	861	662	35	23.2907
rna-NM_001180646.1	2088	1889	75	17.4905
rna-NM_001180647.1	570	371	401	476.149
rna-YNCD0024C	100	4.26726	0	0
rna-NM_001180649.3	1824	1625	498	135.004
rna-NM_001180650.3	1713	1514	1022.34	297.468
rna-NM_001180651.1	1713	1514	447.272	130.142
rna-NM_001348817.1	444	245	2	3.59614
rna-NM_001180653.1	1704	1505	4232.96	1239.02
rna-NM_001180654.3	1446	1247	225	79.4855
rna-NM_001180655.3	966	767	73	41.9276
rna-NM_001180656.1	1500	1301	77	26.0727
rna-NM_001180657.1	1791	1592	193	53.4055
rna-YNCD0025W	73	3.5471	0	0
rna-NM_001180658.4	2055	1856	112	26.5835
rna-NM_001180659.3	2595	2396	157	28.8659
rna-NM_001180660.1	954	755	50	29.1739
rna-NM_001180661.1	960	761	147	85.0951
rna-NM_001180662.3	1143	944	23	10.7332
rna-NM_001180664.3	2835	2636	16	2.67391
rna-NM_001180665.1	369	170	7	18.1393
rna-NM_001180666.1	1674	1475	23	6.86923
rna-NM_001180667.3	2949	2750	33	5.28632
rna-NM_001180669.3	852	653	295	199.013
rna-NM_001180670.1	2019	1820	91	22.0263
rna-NM_001180671.1	1371	1172	71	26.6872
rna-YNCD0026W	73	3.5471	0	0
rna-NM_001184328.3	270	71.016	39	241.925
rna-NM_001180672.3	1368	1169	138	52.004
rna-NM_001180673.1	1887	1688	577	150.583
rna-NM_001184426.3	1323	1124	5.96261	2.33691
rna-NM_001184427.2	5269	5070	5.42618e-08	4.71474e-09
rna-NM_001180674.3	399	200	16	35.2421
rna-NM_001180675.1	666	467	99	93.3879
rna-NM_001180676.1	939	740	250	148.827
rna-NM_001180677.3	2565	2366	15	2.79286
rna-NM_001180678.3	1329	1130	87	33.9166
rna-NM_001180679.1	1536	1337	9	2.9654
rna-NM_001180680.1	1038	839	175	91.8858
rna-NM_001180681.3	573	374	72	84.8073
rna-NM_001180682.3	921	722	0	0
rna-NM_001184680.1	270	71.016	8	49.6256
rna-NM_001180683.1	1371	1172	39	14.6592
rna-NM_001180684.3	1482	1283	6	2.06014
rna-NM_001180685.3	306	107	56	230.556
rna-NM_001180686.1	261	62.0706	27	191.624
rna-NM_001180687.1	3030	2831	60	9.33649
rna-NM_001184471.3	240	42.049	7	73.3356
rna-NM_001180688.3	1908	1709	9	2.31992
rna-NM_001180689.1	681	482	178	162.684
rna-NM_001184511.1	345	146	17	51.2942
rna-NM_001180690.3	333	134	1439	4730.73
rna-NM_001180691.3	717	518	20	17.0087
rna-NM_001180692.1	828	629	152	106.455
rna-NM_001180693.1	2529	2330	4527.93	856.083
rna-NM_001180694.3	1899	1700	22	5.70093
rna-NM_001180695.3	1668	1469	37	11.0956
rna-NM_001180696.1	1449	1250	137	48.2817
rna-NM_001180697.1	1965	1766	59	14.7175
rna-NM_001180698.3	1911	1712	118	30.3634
rna-YNCD0027C	72	3.52559	0	0
rna-NM_001180699.3	699	500	25	22.0263
rna-NM_001180700.1	1014	815	44	23.783
rna-NM_001180701.1	1371	1172	33	12.4039
rna-NM_001180702.3	1287	1088	113	45.7532
rna-NM_001180703.3	2835	2636	400	66.8477
rna-NM_001180705.1	441	242	113	205.7
rna-NM_001180706.1	1932	1733	722	183.532
rna-NM_001180707.3	666	467	1442	1360.26
rna-NM_001180708.3	1023	824	58	31.0079
rna-NM_001180710.1	1470	1271	3	1.0398
rna-NM_001180711.1	1611	1412	6	1.87193
rna-NM_001180712.3	516	317	67	93.1081
rna-NM_001180713.3	792	593	106	78.7451
rna-NM_001180714.1	4590	4391	131	13.1426
rna-NM_001180715.1	3870	3671	26	3.12005
rna-NM_001180716.3	645	446	143	141.245
rna-NM_001180717.3	2715	2516	79	13.8321
rna-NM_001180718.1	720	521	32	27.0573
rna-NM_001180719.1	1026	827	38	20.2418
rna-NM_001180720.3	708	509	318	275.221
rna-NM_001180722.4	1089	890	31	15.3442
rna-NM_001180723.1	1125	926	80	38.0585
rna-NM_001180724.1	2580	2381	101	18.6868
rna-NM_001180726.3	498	299	1963.09	2892.28
rna-NM_001180727.3	1899	1700	119	30.8369
rna-YNCD0028W	83	3.78007	0	0
rna-NM_001180728.1	5409	5210	118	9.97738
rna-NM_001180729.1	2853	2654	38	6.30746
rna-NM_001180730.3	2448	2249	88	17.2371
rna-NM_001180731.3	1230	1031	51	21.7913
rna-NM_001180732.1	279	80.003	13	71.5829
rna-NM_001180733.1	1878	1679	25	6.55936
rna-NM_001180735.3	1182	983	91	40.7812
rna-NM_001180736.3	786	587	60	45.0283
rna-NM_001180737.1	825	626	716	503.861
rna-NM_001180738.1	2970	2771	53	8.42581
rna-NM_001180740.3	1245	1046	906	381.565
rna-NM_001180742.3	1605	1406	59	18.4858
rna-NM_001180743.1	987	788	17	9.50375
rna-NM_001180744.1	2133	1934	32	7.28896
rna-NM_001180745.3	423	224	4	7.86655
rna-NM_001180746.3	1113	914	23	11.0855
rna-NM_001180747.1	1044	845	32	16.6827
rna-NM_001180748.1	1749	1550	9	2.5579
rna-NM_001180749.3	546	347	17	21.582
rna-NM_001180751.3	4263	4064	32	3.46871
rna-NM_001180752.1	2064	1865	29	6.85001
rna-YNCD0029C	73	3.5471	0	0
rna-NM_001180754.1	909	710	3	1.86138
rna-NM_001180755.3	411	212	1295.08	2691.13
rna-NM_001180756.3	1305	1106	89	35.4492
rna-NM_001180757.1	1323	1124	430	168.529
rna-NM_001180758.1	441	242	1861.93	3389.38
rna-NM_001180759.3	1062	863	6	3.06276
rna-NM_001180760.3	2025	1826	137	33.0516
rna-NM_001180761.1	591	392	12	13.4855
rna-NM_001180762.1	564	365	265	319.834
rna-NM_001180764.3	1902	1703	60	15.5206
rna-NM_001180765.3	9807	9608	65	2.98025
rna-NM_001180766.1	1992	1793	119	29.2374
rna-NM_001180767.1	1125	926	84	39.9614
rna-NM_001180768.3	966	767	56	32.1636
rna-NM_001180769.3	111	4.6639	0	0
rna-NM_001184679.1	243	44.7603	10	98.419
rna-NM_001180770.1	444	245	19	34.1633
rna-NM_001180771.3	1560	1361	314	101.635
rna-NM_001180772.3	4308	4109	242	25.9449
rna-NM_001180773.1	1239	1040	468	198.237
rna-NM_001180774.1	2697	2498	99	17.4588
rna-NM_001180776.3	675	476	56	51.8267
rna-NM_001180777.3	528	329	52	69.6273
rna-NM_001180778.2	1509	1310	48	16.1414
rna-NM_001180779.1	411	212	1326	2755.37
rna-NR_132161.1	124	5.2474	0	0
rna-NM_001180780.3	852	653	91	61.3904
rna-NM_001180781.3	1410	1211	70	25.464
rna-NM_001180783.1	2631	2432	85	15.3967
rna-NM_001180784.1	675	476	107	99.0259
rna-NM_001180785.3	1902	1703	118	30.5239
rna-NM_001180786.3	597	398	45	49.8083
rna-NM_001180787.1	1665	1466	48	14.4238
rna-NM_001180788.1	972	773	10	5.69892
rna-NM_001180789.3	1701	1502	85	24.9299
rna-NM_001180790.3	408	209	46	96.958
rna-NM_001180791.1	1329	1130	680	265.096
rna-NM_001180792.1	1926	1727	34	8.67279
rna-NM_001180793.3	2388	2189	140	28.1744
rna-NM_001180794.3	690	491	94	84.3371
rna-NM_001180795.1	627	428	62	63.8146
rna-NM_001180796.1	1602	1403	4	1.25596
rna-NM_001180797.3	885	686	45	28.8975
rna-NM_001180798.3	2301	2102	26	5.44895
rna-NM_001180800.1	951	752	141	82.5987
rna-NM_001180801.1	372	173	17	43.2887
rna-NM_001180802.3	1086	887	83	41.2218
rna-NM_001180803.3	3036	2837	42	6.52172
rna-NM_001180804.1	1971	1772	763	189.685
rna-NM_001180805.1	1755	1556	214	60.5866
rna-NM_001180806.3	1152	953	32	14.7921
rna-NM_001180807.3	2244	2045	31	6.67791
rna-NM_001180808.1	267	68.0268	826.472	5352.05
rna-NM_001180809.1	1566	1367	1	0.322258
rna-NM_001180810.3	1155	956	487.12	224.466
rna-NM_001180811.3	825	626	2	1.40743
rna-NM_001180812.1	384	185	4	9.5249
rna-NM_001180813.2	2526	2327	76	14.3876
rna-NM_001180814.3	1827	1628	9	2.43534
rna-YNCD0031C	82	3.75521	0	0
rna-NM_001180815.3	3429	3230	11	1.50025
rna-NM_001180816.1	1992	1793	1811	444.949
rna-NM_001180818.1	306	107	108	444.644
rna-NM_001180819.3	402	203	18	39.0615
rna-NM_001180820.3	564	365	10	12.0692
rna-NM_001180821.1	432	233	51	96.4243
rna-NM_001180822.1	1452	1253	76	26.7199
rna-NM_001180823.3	1344	1145	33	12.6964
rna-NM_001180824.3	1503	1304	53	17.9048
rna-NM_001180825.1	1119	920	30	14.365
rna-NM_001180826.1	1554	1355	16	5.20179
rna-NM_001180827.3	408	209	12	25.2934
rna-NM_001180828.3	2319	2120	53	11.0132
rna-NM_001180830.1	1509	1310	5	1.6814
rna-NM_001180831.1	1473	1274	6	2.07469
rna-NM_001180832.3	1449	1250	152	53.568
rna-NM_001184632.3	90	3.96502	0	0
rna-NM_001184631.1	201	17.0167	311	8051.16
rna-NM_001348819.1	330	131	0	0
rna-NM_001184329.1	240	42.049	10	104.765
rna-NM_001180835.4	1320	1121	305	119.858
rna-NR_132162.1	550	351	12	15.0607
rna-NM_001180836.3	1272	1073	87	35.7184
rna-NM_001180837.1	384	185	116	276.222
rna-NM_001180838.1	978	779	30	16.9651
rna-NM_001180839.3	1104	905	49	23.8517
rna-NM_001180840.3	1158	959	41	18.8338
rna-NM_001180841.1	714	515	151	129.164
rna-NM_001180842.1	1587	1388	49	15.5517
rna-NM_001180844.3	1710	1511	5479	1597.38
rna-NM_001180846.3	729	530	21	17.4548
rna-NM_001180847.1	1512	1313	37	12.4139
rna-NM_001180848.1	540	341	8	10.3349
rna-NM_001180849.4	1035	836	31	16.3353
rna-NM_001180850.3	363	164	0	0
rna-NM_001180853.1	5391	5192	39.2284	3.32842
rna-NM_001184302.1	3834	3635	34.6822	4.20314
rna-NM_001180855.1	651	452	0	0
rna-NM_001178891.1	651	452	6.53662	6.3707
rna-NM_001178890.1	369	170	0	0
rna-NM_001178888.1	324	125	11	38.7663
rna-NM_001178887.1	696	497	22	19.5002
rna-NM_001178886.1	1491	1292	231	78.7629
rna-NM_001178885.1	1509	1310	2	0.67256
rna-NM_001178884.1	1695	1496	2	0.588939
rna-NM_001270743.1	333	134	1	3.28751
rna-NM_001178882.1	588	389	3	3.39738
rna-NM_001178881.2	486	287	3	4.60481
rna-NM_001178880.3	1887	1688	63	16.4415
rna-NM_001178879.1	1443	1244	3	1.06236
rna-NM_001178878.1	1773	1574	290	81.1644
rna-NM_001178877.3	1848	1649	33	8.81587
rna-NM_001178876.1	3003	2804	14	2.19949
rna-NM_001178875.1	1908	1709	320	82.486
rna-NM_001180854.3	225	29.9375	1	14.7149
rna-NM_001395033.1	309	110	1	4.00479
rna-NM_001178873.1	1674	1475	39	11.6478
rna-NM_001178872.1	702	503	6	5.25479
rna-NM_001178871.3	1206	1007	20	8.74929
rna-NM_001178870.1	3069	2870	250	38.3734
rna-NR_132163.1	171	9.50903	0	0
rna-NM_001178869.1	498	299	1881.91	2772.69
rna-NM_001178868.3	2202	2003	113	24.8525
rna-NM_001178867.1	1530	1331	59	19.5275
rna-NM_001178866.1	771	572	302	232.586
rna-NM_001178865.3	1182	983	75	33.6109
rna-NR_132164.1	82	3.75521	0	0
rna-NR_132165.1	91	3.99311	0	0
rna-YNCE0004C	71	3.50437	0	0
rna-NM_001178864.1	363	164	0	0
rna-NM_001178863.1	459	260	36	60.996
rna-NM_001178862.3	1413	1214	49	17.7807
rna-NM_001178861.1	1164	965	548	250.164
rna-NM_001178859.1	501	302	81	118.154
rna-NM_001178858.3	2871	2672	192	31.6546
rna-NM_001178857.1	1557	1358	256	83.0448
rna-NM_001178856.1	1488	1289	6	2.05055
rna-NM_001178855.3	1404	1205	66	24.1284
rna-NM_001178854.1	342	143	7	21.5642
rna-NM_001178853.1	684	485	40	36.3321
rna-NM_001178852.3	1197	998	352	155.376
rna-NM_001178851.1	1503	1304	450	152.022
rna-NM_001178850.1	501	302	1	1.4587
rna-NM_001178849.3	474	275	1922	3078.88
rna-NM_001178848.1	420	221	30	59.8
rna-YNCE0005W	82	3.75521	0	0
rna-NM_001178847.1	2916	2717	186	30.1575
rna-NM_001178846.3	3648	3449	143	18.2648
rna-NM_001178845.1	1935	1736	13	3.29887
rna-NM_001178844.1	939	740	108	64.2931
rna-NM_001348820.1	462	263	6	10.05
rna-YNCE0006W	72	3.52559	0	0
rna-NM_001178842.3	483	284	651	1009.8
rna-NM_001178841.1	381	182	648	1568.47
rna-NM_001178840.1	3567	3368	9	1.17718
rna-NM_001178839.3	648	449	118	115.773
rna-NM_001178838.1	2049	1850	36	8.57241
rna-NM_001178837.1	4380	4181	87	9.16666
rna-NM_001178836.3	804	605	475	345.868
rna-NM_001184349.1	264	65.044	64	433.456
rna-NR_132166.1	369	170	2	5.18267
rna-NM_001178835.1	1683	1484	54	16.0299
rna-NM_001178834.3	804	605	39	28.3976
rna-NM_001178833.1	840	641	79	54.2927
rna-NM_001180029.1	132	5.68809	0	0
rna-NM_001178832.3	1014	815	33	17.8373
rna-NM_001178831.1	1482	1283	73	25.065
rna-NM_001178830.1	1656	1457	212	64.0986
rna-NM_001348821.1	306	107	1	4.11707
rna-NM_001178828.3	1737	1538	55	15.7536
rna-YNCE0008C	72	3.52559	0	0
rna-NM_001178827.1	657	458	63	60.5965
rna-NM_001178826.1	2115	1916	96	22.0723
rna-YNCE0009C	73	3.5471	0	0
rna-NM_001348822.1	408	209	0	0
rna-YNCE0010W	72	3.52559	0	0
rna-NM_001178824.3	846	647	1707	1162.25
rna-NM_001348823.1	381	182	1	2.42048
rna-NM_001178822.1	2001	1802	56	13.6901
rna-NM_001178821.1	1008	809	110	59.8985
rna-NM_001178820.3	849	650	29	19.6543
rna-NM_001178819.1	1029	830	19	10.0843
rna-NM_001178818.1	336	137	40	128.621
rna-NM_001178817.3	1293	1094	112	45.0996
rna-NM_001178816.1	678	479	81	74.4941
rna-NM_001178892.1	2289	2090	19	4.00479
rna-NM_001178893.3	696	497	469	415.708
rna-NM_001178894.1	1290	1091	33	13.3248
rna-NM_001178895.1	696	497	44	39.0003
rna-NM_001178896.3	1893	1694	147	38.2275
rna-NM_001178897.1	1563	1364	852	275.168
rna-NM_001178898.1	1557	1358	48	15.5709
rna-NM_001180857.3	546	347	192	243.75
rna-NR_132167.1	160	8.03036	0	0
rna-NM_001178899.1	4011	3812	82	9.47617
rna-NM_001178900.1	378	179	215	529.124
rna-NM_001178901.3	705	506	58	50.4951
rna-NM_001178902.1	765	566	2	1.55663
rna-YNCE0012W	72	3.52559	0	0
rna-NM_001178903.1	597	398	58	64.1973
rna-NM_001178904.3	3438	3239	87	11.8326
rna-NM_001178905.1	1620	1421	29.4508	9.13008
rna-NM_001184456.1	462	263	0.549223	0.919951
rna-NM_001178906.3	2235	2036	64	13.8476
rna-NM_001178907.1	1035	836	20	10.5389
rna-NM_001178908.1	2286	2087	180	37.9946
rna-NM_001178909.3	666	467	11	10.3764
rna-NM_001178910.1	1434	1235	40	14.2681
rna-NM_001180031.1	267	68.0268	76	492.159
rna-NM_001178911.3	1350	1151	158	60.4719
rna-NM_001178912.1	1572	1373	123	39.4645
rna-NM_001178913.1	2064	1865	59	13.9362
rna-NM_001178914.3	861	662	69	45.9159
rna-NM_001178915.1	2772	2573	112	19.1757
rna-NM_001178916.1	1584	1385	512	162.852
rna-YNCE0013W	72	3.52559	0	0
rna-NM_001178917.3	831	632	50	34.8518
rna-NM_001178918.1	1254	1055	63	26.3063
rna-NM_001178919.1	1185	986	117	52.2734
rna-NM_001178920.3	591	392	100	112.379
rna-NM_001178921.1	462	263	70	117.25
rna-NM_001178922.1	672	473	132	122.938
rna-NM_001178923.3	2631	2432	21	3.80389
rna-NM_001178924.1	3231	3032	33	4.79465
rna-NM_001178925.1	558	359	39	47.8566
rna-NM_001178926.3	438	239	143	263.579
rna-NM_001178927.1	1833	1634	2231	601.478
rna-NM_001178928.1	966	767	52	29.8662
rna-NM_001178929.3	1395	1196	46	16.9433
rna-NM_001301348.1	381	182	0.122149	0.295658
rna-NM_001178930.1	750	551	26.8779	21.4889
rna-NM_001184319.1	219	25.9389	6	101.9
rna-NM_001178931.3	2193	1994	50	11.0463
rna-NM_001178932.2	2280	2081	58	12.278
rna-NM_001178933.1	555	356	16	19.7989
rna-NM_001178934.3	1350	1151	907	347.14
rna-NM_001178935.1	447	248	16	28.4211
rna-NM_001180023.1	1227	1028	4	1.71411
rna-NM_001178936.3	1470	1271	68	23.5687
rna-NM_001178937.1	432	233	6	11.344
rna-NM_001178938.1	2694	2495	98	17.3032
rna-NM_001178939.3	1176	977	71	32.0137
rna-YNCE0014W	72	3.52559	0	0
rna-NM_001184330.1	285	86.0009	26	133.181
rna-NM_001178940.1	1935	1736	789	200.216
rna-NM_001178941.3	417	218	39	78.8098
rna-NM_001178942.1	1479	1280	66	22.7147
rna-NM_001178943.1	1584	1385	239	76.0187
rna-NM_001178944.3	903	704	23	14.3922
rna-NM_001184444.1	114	4.78619	0	0
rna-NM_001178945.1	1647	1448	17	5.17193
rna-NM_001178946.3	894	695	574	363.831
rna-NM_001178947.1	1602	1403	2644.57	830.367
rna-NM_001180036.1	366	167	1042.11	2748.97
rna-NM_001178948.3	390	191	117	269.851
rna-NM_001178949.1	324	125	2	7.04843
rna-NM_001178950.1	1263	1064	34	14.077
rna-NM_001178951.3	1587	1388	21.1125	6.70073
rna-NM_001180858.1	1593	1394	167.315	52.8742
rna-NM_001178952.2	1329	1130	68	26.5096
rna-NM_001178953.3	753	554	7681	6107.73
rna-NM_001178954.1	657	458	251	241.424
rna-NM_001178955.1	1518	1319	172	57.4455
rna-NM_001178956.3	1674	1475	58	17.3224
rna-YNCE0015C	82	3.75521	0	0
rna-NM_001178957.1	558	359	10.2393	12.5645
rna-NM_001178958.1	486	287	29	44.5131
rna-NM_001178959.3	1764	1565	140	39.4081
rna-NM_001178960.1	2592	2393	172	31.6634
rna-NM_001178961.1	2667	2468	5	0.892477
rna-NM_001178962.3	381	182	37	89.5576
rna-NM_001178963.1	390	191	159	366.721
rna-NM_001178964.2	1563	1364	608	196.364
rna-NM_001178965.3	408	209	2521.47	5314.72
rna-NM_001184512.1	258	59.1108	43	320.46
rna-NM_001178966.2	2787	2588	212	36.0864
rna-YNCE0016C	73	3.5471	0	0
rna-NM_001178967.3	909	710	13	8.06598
rna-NM_001178968.1	2067	1868	79	18.6304
rna-NM_001178969.1	1536	1337	15	4.94233
rna-NM_001184548.3	165	8.64817	0	0
rna-NM_001178970.1	633	434	67	68.0076
rna-NM_001178971.1	1884	1685	86	22.4838
rna-NR_132168.1	551	352	13	16.2694
rna-NM_001178972.3	1410	1211	1183.72	430.605
rna-NM_001178973.1	1665	1466	409	122.903
rna-NM_001178974.1	858	659	102	68.1847
rna-NM_001270744.1	387	188	4	9.37291
rna-NM_001178976.3	522	323	0	0
rna-NM_001178977.1	1731	1532	559	160.74
rna-NM_001178978.1	1731	1532	6	1.7253
rna-NM_001180032.3	249	50.3754	36	314.816
rna-NM_001178979.3	2013	1814	251	60.9549
rna-NM_001178980.1	1395	1196	40	14.7333
rna-NM_001178981.1	1524	1325	130	43.2215
rna-NM_001178982.3	2304	2105	993	207.811
rna-NM_001178983.3	378	179	60	147.663
rna-NM_001178984.1	4293	4094	47	5.05734
rna-NM_001180860.1	414	215	10	20.4896
rna-NM_001178985.3	618	419	42	44.1578
rna-NM_001178986.3	1203	1004	204	89.5094
rna-NM_001178987.1	1539	1340	65	21.3688
rna-YNCE0018W	72	3.52559	0	0
rna-NM_001178989.1	2265	2066	38	8.10262
rna-NM_001178990.3	957	758	180	104.611
rna-NM_001178991.3	753	554	154	122.457
rna-NM_001178992.1	1293	1094	64	25.7712
rna-NM_001178993.1	603	404	2700.33	2944.48
rna-NM_001178994.3	1929	1730	94	23.9361
rna-NM_001178995.3	627	428	11	11.3219
rna-NM_001178996.1	4176	3977	122	13.5138
rna-NM_001178997.1	909	710	1	0.62046
rna-NM_001178998.3	1098	899	61	29.8911
rna-NM_001179000.1	3342	3143	617	86.4794
rna-NM_001179001.1	3282	3083	3	0.428667
rna-NM_001179002.3	564	365	66	79.6569
rna-NM_001179003.3	2121	1922	104	23.837
rna-NM_001179004.1	3123	2924	258	38.87
rna-NM_001179005.1	576	377	23	26.8756
rna-NM_001179006.3	825	626	60	42.223
rna-NM_001179007.3	414	215	1821.75	3732.69
rna-NM_001179008.1	1104	905	54	26.2856
rna-NM_001179009.1	1347	1148	34	13.047
rna-NM_001179010.3	735	536	269	221.085
rna-NM_001179011.3	345	146	6	18.1038
rna-NM_001179012.1	1482	1283	479	164.468
rna-NM_001179013.1	1575	1376	151	48.3427
rna-NM_001179014.3	1722	1523	40	11.57
rna-NM_001179015.3	2430	2231	236	46.5999
rna-NM_001179016.1	786	587	826	619.889
rna-NM_001179017.1	1074	875	381	191.818
rna-NM_001179018.3	612	413	35	37.3328
rna-NM_001179019.3	3429	3230	177	24.1403
rna-NM_001179020.1	1332	1133	179	69.5978
rna-NM_001179021.1	360	161	1273	3483.17
rna-NR_132169.1	186	12.4336	0	0
rna-NM_001179022.3	5262	5063	122	10.6151
rna-NR_132170.1	92	4.02165	0	0
rna-NM_001179023.3	939	740	396	235.741
rna-YNCE0021C	72	3.52559	0	0
rna-YNCE0022C	73	3.5471	0	0
rna-NM_001179024.1	537	338	32	41.7067
rna-NM_001348826.1	393	194	3	6.81227
rna-YNCE0023W	74	3.56892	0	0
rna-NM_001179026.1	1356	1157	75	28.5562
rna-NM_001179027.3	447	248	46	81.7106
rna-NR_132171.1	522	323	9	12.2747
rna-YNCE0025C	74	3.56892	0	0
rna-NM_001179028.4	5269	5070	41.7352	3.62633
rna-NM_001184428.1	1323	1124	5.96261	2.33691
rna-NM_001184332.1	105	4.43819	0	0
rna-NM_001179029.3	681	482	9	8.2256
rna-NM_001179030.3	1671	1472	63	18.8541
rna-NM_001179031.1	1461	1262	128	44.681
rna-NM_001179032.1	891	692	21	13.3686
rna-NM_001179033.3	1287	1088	17	6.88323
rna-NM_001179034.3	2418	2219	62	12.3085
rna-NM_001179035.1	1215	1016	1599	693.309
rna-NM_001348827.1	438	239	44.167	81.409
rna-NM_001179036.1	282	83.0016	28.833	153.03
rna-NM_001179037.3	1875	1676	52	13.6679
rna-NM_001179038.3	723	524	419	352.253
rna-NM_001179039.1	1263	1064	42	17.3892
rna-NM_001179040.1	447	248	154	273.553
rna-YNCE0026W	74	3.56892	0	0
rna-NM_001179041.3	2739	2540	263	45.6136
rna-NM_001179042.3	1332	1133	17	6.60984
rna-NM_001179043.1	765	566	2	1.55663
rna-NM_001179044.1	1209	1010	77	33.5847
rna-NM_001179045.3	6504	6305	77	5.37994
rna-NM_001179046.3	1017	818	278	149.714
rna-NM_001179047.1	2406	2207	29	5.78852
rna-YNCE0027C	72	3.52559	0	0
rna-NM_001179048.1	1722	1523	46	13.3055
rna-NM_001179049.3	429	230	107	204.941
rna-YNCE0028C	73	3.5471	0	0
rna-NM_001179050.4	5269	5070	41.0351	3.5655
rna-NM_001184429.1	1323	1124	0.150502	0.0589859
rna-NM_001179051.1	1002	803	89	48.8255
rna-NM_001179052.4	2265	2066	56	11.9407
rna-NM_001179053.3	699	500	42	37.0042
rna-NM_001179054.1	4407	4208	200	20.9376
rna-NM_001179055.1	1734	1535	1232	353.569
rna-NM_001179056.3	4716	4517	98	9.55758
rna-NM_001179057.3	2556	2357	126	23.5496
rna-NM_001179058.1	1641	1442	196	59.8774
rna-NM_001179059.1	2391	2192	558	112.141
rna-NM_001179060.3	678	479	2	1.83936
rna-NM_001179061.3	2337	2138	128	26.3739
rna-NM_001179062.1	6492	6293	153	10.7104
rna-NM_001179063.1	1980	1781	32	7.91513
rna-NM_001179064.3	735	536	38	31.2314
rna-NM_001179065.3	900	701	33	20.7381
rna-NM_001184589.1	165	8.64817	0	0
rna-NM_001179066.1	3366	3167	118	16.4137
rna-NM_001179067.3	804	605	225	163.832
rna-NM_001179068.3	1263	1064	160	66.2446
rna-NM_001179069.1	1005	806	2	1.09312
rna-NM_001179070.1	804	605	33	24.0287
rna-NM_001184517.3	258	59.1108	5	37.2628
rna-YNCE0029C	74	3.56892	0	0
rna-NM_001348828.1	324	125	0	0
rna-NM_001179072.3	735	536	45	36.9845
rna-NM_001179073.1	636	437	61	61.4923
rna-NM_001179074.1	2385	2186	15	3.02283
rna-NM_001179075.3	912	713	2	1.2357
rna-NM_001179076.3	921	722	6	3.66089
rna-NM_001179077.1	426	227	0	0
rna-NM_001348829.1	720	521	3	2.53662
rna-NM_001184633.1	300	101	0	0
rna-NM_001179079.3	369	170	2.72904	7.07186
rna-NM_001179080.3	5046	4847	0	0
rna-NM_001184590.1	483	284	0	0
rna-NM_001179899.1	483	284	26.5746	41.2211
rna-NM_001179900.1	528	329	0	0
rna-NM_001179901.1	1179	980	31.9097	14.344
rna-NM_001179902.1	309	110	0	0
rna-NM_001179903.1	525	326	0	0
rna-NM_001179905.1	1140	941	57.5378	26.9362
rna-NM_001179906.1	678	479	1.5	1.37952
rna-NM_001179907.1	669	470	0	0
rna-NM_001179908.1	897	698	0	0
rna-NM_001179909.1	1023	824	0	0
rna-YFL056C	1127	928	0	0
rna-NM_001179912.1	1677	1478	0	0
rna-NM_001179913.1	1941	1742	0	0
rna-NM_001179914.1	1776	1577	0	0
rna-NM_001179915.1	1398	1199	0	0
rna-NM_001179916.1	483	284	3	4.65345
rna-NM_001179917.1	2577	2378	58	10.7446
rna-NM_001179918.1	1872	1673	72	18.9587
rna-NM_001179919.1	1338	1139	102	39.4501
rna-NM_001179920.1	2145	1946	83	18.7892
rna-NM_001179921.1	624	425	24	24.8768
rna-NM_001179922.1	765	566	414	322.223
rna-NM_001179923.1	906	707	23	14.3311
rna-NM_001179924.1	2025	1826	31	7.47882
rna-NM_001184549.1	192	14.0216	0	0
rna-NM_001179925.1	1869	1670	73	19.2566
rna-NM_001179926.1	1623	1424	14	4.33102
rna-NM_001179927.1	1128	929	663	314.391
rna-NM_001179928.1	621	422	274	286.029
rna-NM_001179929.1	1374	1175	121	45.3649
rna-NR_132172.1	707	508	3	2.60153
rna-NM_001179930.1	4056	3857	151	17.2464
rna-NM_001179931.1	864	665	57	37.7594
rna-NM_001184310.1	369	170	354	917.332
rna-NM_001179932.2	3222	3023	92	13.4067
rna-NM_001179933.1	5313	5114	62	5.34076
rna-NM_001179935.1	717	518	156	132.668
rna-NM_001179936.1	1158	959	105	48.2328
rna-NM_001179937.1	1107	908	11	5.33678
rna-NM_001179938.1	870	671	57	37.4218
rna-NM_001179939.1	1494	1295	26	8.84455
rna-NM_001179940.2	1296	1097	8	3.21259
rna-NM_001179941.1	3090	2891	43	6.55228
rna-NM_001179942.1	2499	2300	145	27.7723
rna-NM_001179943.1	2391	2192	245	49.2377
rna-NM_001179944.2	1512	1313	556	186.544
rna-NM_001179945.1	1533	1334	219	72.3203
rna-NM_001179946.1	369	170	2	5.18267
rna-NM_001348831.1	354	155	0	0
rna-YNCF0002W	72	3.52559	0	0
rna-NM_001179948.1	1500	1301	127	43.003
rna-NM_001180864.1	234	36.8813	7	83.6112
rna-NM_001179949.1	480	281	18	28.2188
rna-NM_001179950.1	1536	1337	141	46.4579
rna-NM_001348832.1	495	296	1	1.48827
rna-NM_001179952.1	330	131	1091	3668.81
rna-NM_001179953.1	2079	1880	82	19.2145
