target_id	length	eff_length	est_counts	tpm
rna-NM_001180488.3	4482	4283	111	2.96462
rna-NM_001180489.1	1446	1247	108	9.90722
rna-NM_001180490.1	1476	1277	202	18.0949
rna-NM_001184545.3	204	18.2087	0	0
rna-NM_001180491.3	693	494	78	18.0619
rna-NM_001180492.1	885	686	757	126.231
rna-NM_001180493.1	540	341	111	37.236
rna-NM_001180494.3	2634	2435	1468	68.9639
rna-NM_001180496.3	1641	1442	2299	182.376
rna-NM_001180497.1	2001	1802	397	25.2017
rna-NM_001180498.1	1392	1193	1132	108.543
rna-NM_001180499.3	1113	914	65	8.13508
rna-NM_001180500.3	1293	1094	235	24.5723
rna-NM_001180502.1	1995	1796	878	55.922
rna-NM_001184546.1	153	7.28986	0	0
rna-NM_001180503.3	1602	1403	294	23.9709
rna-NM_001180504.3	726	527	169	36.6835
rna-NM_001180505.1	1170	971	156	18.3781
rna-NM_001180506.1	1440	1241	195	17.9745
rna-NM_001180508.3	1815	1616	137	9.69781
rna-NM_001180509.3	498	299	36	13.7729
rna-NM_001180510.1	1056	857	133	17.7527
rna-NM_001180512.1	1008	809	74	10.4635
rna-NM_001180513.3	2175	1976	196	11.3465
rna-NM_001180514.3	2655	2456	990	46.1107
rna-NM_001180515.1	2511	2312	338	16.7234
rna-NM_001180516.1	2340	2141	647	34.5686
rna-NM_001348813.1	414	215	352.713	187.662
rna-NM_001180518.3	228	32.1317	3.28723	11.7029
rna-NM_001184418.1	1317	1118	0	0
rna-NM_001184419.4	5314	5115	237.714	5.31622
rna-NM_001184436.2	5269	5070	0	0
rna-NM_001184435.3	1323	1124	0.326848	0.033264
rna-YNCD0017W	73	3.5471	0	0
rna-NM_001180519.3	2139	1940	1387	81.7842
rna-NM_001180520.1	1680	1481	1048	80.947
rna-NM_001180521.1	2742	2543	101	4.54328
rna-NM_001180522.3	1053	854	249	33.3531
rna-NM_001348814.1	414	215	2	1.06411
rna-NM_001180524.3	3972	3773	250	7.57963
rna-NM_001180525.1	3930	3731	78	2.39146
rna-NM_001180526.1	1272	1073	11	1.1727
rna-NM_001180527.3	1398	1199	194	18.5088
rna-NM_001180529.3	2109	1910	131	7.84572
rna-NM_001180530.1	1248	1049	1919	209.264
rna-NM_001180531.1	1404	1205	126	11.9613
rna-NM_001180532.3	396	197	2417	1403.48
rna-NM_001180533.3	399	200	839.28	480.033
rna-NM_001180534.1	669	470	2458	598.244
rna-NM_001180535.1	4077	3878	225	6.63696
rna-NM_001180536.3	1881	1682	311	21.1509
rna-NM_001180537.3	1362	1163	95	9.34412
rna-NM_001180539.1	618	419	141	38.4946
rna-NM_001180540.1	1647	1448	2727	215.433
rna-NM_001180541.3	888	689	2719	451.424
rna-NM_001180542.3	2082	1883	1175	71.3809
rna-NM_001180543.1	1635	1436	244	19.437
rna-NM_001180544.1	657	458	123	30.7209
rna-NM_001180545.3	879	680	127	21.3643
rna-NM_001180546.3	2922	2723	672	28.2304
rna-NM_001180547.1	2364	2165	141	7.44999
rna-NM_001180548.1	1479	1280	216	19.3036
rna-YNCD0018W	75	3.59105	0	0
rna-NM_001180550.3	1650	1451	182	14.3482
rna-NM_001180551.3	1767	1568	139	10.1406
rna-NM_001180552.1	1839	1640	321	22.3901
rna-NM_001180553.1	1182	983	934	108.69
rna-NM_001180554.3	660	461	102	25.3101
rna-NM_001184547.3	201	17.0167	0	0
rna-NM_001180555.1	1386	1187	67	6.45682
rna-NM_001180556.1	582	383	109	32.5554
rna-NM_001180557.3	1122	923	190	23.5476
rna-NM_001180559.3	2493	2294	133	6.63213
rna-NM_001180560.1	450	251	13	5.92467
rna-NM_001180561.1	576	377	69	20.9364
rna-NM_001180562.3	1377	1178	49	4.75823
rna-NM_001180563.3	1266	1067	52	5.57485
rna-NM_001180564.1	1548	1349	138	11.702
rna-NM_001180565.1	1485	1286	295	26.2407
rna-NM_001180566.3	2436	2237	833	42.5965
rna-NM_001180567.3	1152	953	31	3.72103
rna-NM_001180568.1	513	314	68	24.7727
rna-NM_001180569.1	1689	1490	110	8.44503
rna-YNCD0019C	82	3.75521	0	0
rna-NM_001184422.3	1317	1118	20.9794	2.14657
rna-NM_001184423.4	5314	5115	26.1629	0.585107
rna-NM_001184421.2	4816	4617	0	0
rna-NM_001184420.1	1323	1124	0.272509	0.0277338
rna-YNCD0020W	71	3.50437	0	0
rna-NM_001180570.3	819	620	303	55.9043
rna-NM_001180571.3	1293	1094	37	3.86882
rna-NM_001180572.1	2295	2096	332	18.1193
rna-NM_001180573.1	1014	815	90	12.6322
rna-NM_001180574.3	1920	1721	1154	76.7043
rna-NM_001180575.3	993	794	214	30.831
rna-NM_001180576.1	1140	941	51	6.19976
rna-NM_001180578.1	3015	2816	423	17.1831
rna-NM_001180580.3	825	626	423	77.2967
rna-NM_001180581.3	1098	899	50	6.36217
rna-NM_001348815.1	372	173	8	5.28979
rna-NM_001180583.1	708	509	152	34.1602
rna-NM_001180584.1	168	9.06081	0	0
rna-NM_001180585.3	1302	1103	47	4.87435
rna-NM_001348816.1	318	119	0	0
rna-YNCD0021C	72	3.52559	0	0
rna-NM_001180587.3	1053	854	51	6.83136
rna-NM_001180588.1	918	719	578	91.9589
rna-NM_001180589.1	315	116	2	1.97227
rna-NM_001180590.3	1245	1046	51	5.57742
rna-NM_001180591.3	4980	4781	217	5.19201
rna-NM_001180592.1	870	671	118	20.1166
rna-NM_001180593.1	2628	2429	109	5.13326
rna-NM_001180594.3	345	146	41	32.1237
rna-NM_001180595.3	879	680	112	18.841
rna-NM_001180596.1	912	713	294	47.1685
rna-NM_001180597.1	1230	1031	206	22.8562
rna-NM_001180599.3	3234	3035	238	8.97042
rna-NM_001180600.3	1866	1667	412	28.272
rna-NM_001180601.1	3753	3554	477	15.3531
rna-NM_001180602.1	1770	1571	237	17.2571
rna-NM_001180603.3	2025	1826	106	6.64048
rna-NM_001180604.3	681	482	123	29.1913
rna-NM_001180605.1	1050	851	502	67.479
rna-NM_001180606.1	639	440	604	157.029
rna-NM_001180607.3	1605	1406	1874	152.468
rna-NM_001180608.3	1287	1088	560	58.8781
rna-NM_001180609.1	4074	3875	250	7.38011
rna-NM_001180610.1	660	461	158	39.2058
rna-NM_001180611.3	2658	2459	232	10.7926
rna-NM_001180612.3	678	479	386	92.1821
rna-NM_001180613.1	654	455	91	22.8783
rna-NM_001180614.1	1437	1238	163	15.0613
rna-YNCD0022C	73	3.5471	0	0
rna-NM_001180615.3	1989	1790	81	5.17639
rna-NM_001180616.3	423	224	94	48.0037
rna-NM_001180617.1	1152	953	138	16.5646
rna-NM_001180618.1	3189	2990	561	21.4628
rna-NM_001180619.3	1929	1730	380	25.1265
rna-NM_001180620.3	1362	1163	762.454	74.9944
rna-NM_001180621.1	861	662	151	26.0924
rna-NM_001180622.1	2079	1880	48	2.92064
rna-NM_001180623.3	846	647	48	8.48656
rna-NM_001180624.3	1416	1217	103	9.68147
rna-YNCD0023C	73	3.5471	0	0
rna-NM_001184424.1	1323	1124	342.831	34.8906
rna-NM_001184425.2	5269	5070	1.54053	0.0347581
rna-NM_001180625.3	1245	1046	41	4.48381
rna-NM_001180626.3	1107	908	43	5.41723
rna-NM_001180627.1	825	626	70	12.7914
rna-NM_001180628.1	2007	1808	213	13.4765
rna-NM_001184470.3	219	25.9389	42	185.222
rna-NM_001180629.3	1146	947	830	100.259
rna-NM_001180630.1	1104	905	221	27.9343
rna-NM_001184348.1	291	92.0002	368	457.566
rna-NM_001180631.3	1548	1349	145	12.2956
rna-NM_001180632.3	2331	2132	1568	84.1305
rna-NM_001180633.1	3108	2909	281	11.0499
rna-NM_001180634.1	4317	4118	500	13.8892
rna-NM_001180636.3	585	386	459	136.025
rna-NM_001180637.3	1326	1127	308	31.2623
rna-NM_001180638.1	1503	1304	215	18.8606
rna-NM_001180639.1	1236	1037	198	21.8414
rna-NM_001180640.3	2070	1871	233	14.2455
rna-NM_001180641.3	2172	1973	715	41.4547
rna-NM_001180642.1	4545	4346	362	9.52826
rna-NM_001180643.1	3675	3476	330	10.86
rna-NM_001180644.3	945	746	114	17.4808
rna-NM_001180645.3	861	662	195	33.6955
rna-NM_001180646.1	2088	1889	206	12.4747
rna-NM_001180647.1	570	371	1356	418.1
rna-YNCD0024C	100	4.26726	0	0
rna-NM_001180649.3	1824	1625	1688	118.827
rna-NM_001180650.3	1713	1514	2409.21	182.03
rna-NM_001180651.1	1713	1514	1266.91	95.7228
rna-NM_001348817.1	444	245	6	2.80143
rna-NM_001180653.1	1704	1505	8434.54	641.091
rna-NM_001180654.3	1446	1247	803	73.662
rna-NM_001180655.3	966	767	299	44.5934
rna-NM_001180656.1	1500	1301	263	23.1245
rna-NM_001180657.1	1791	1592	602	43.2562
rna-YNCD0025W	73	3.5471	0	0
rna-NM_001180658.4	2055	1856	355	21.8799
rna-NM_001180659.3	2595	2396	494	23.5849
rna-NM_001180660.1	954	755	171	25.9086
rna-NM_001180661.1	960	761	465	69.8977
rna-NM_001180662.3	1143	944	95	11.5119
rna-NM_001180664.3	2835	2636	45	1.95282
rna-NM_001180665.1	369	170	30	20.1868
rna-NM_001180666.1	1674	1475	44	3.41236
rna-NM_001180667.3	2949	2750	158	6.57233
rna-NM_001180669.3	852	653	1148	201.105
rna-NM_001180670.1	2019	1820	351	22.0613
rna-NM_001180671.1	1371	1172	156	15.2262
rna-YNCD0026W	73	3.5471	0	0
rna-NM_001184328.3	270	71.016	148	238.397
rna-NM_001180672.3	1368	1169	421	41.1967
rna-NM_001180673.1	1887	1688	1905	129.097
rna-NM_001184426.3	1323	1124	0.243166	0.0247475
rna-NM_001184427.2	5269	5070	0	0
rna-NM_001180674.3	399	200	57.5128	32.8949
rna-NM_001180675.1	666	467	337	82.5482
rna-NM_001180676.1	939	740	1021	157.83
rna-NM_001180677.3	2565	2366	46	2.22402
rna-NM_001180678.3	1329	1130	311	31.483
rna-NM_001180679.1	1536	1337	56	4.79128
rna-NM_001180680.1	1038	839	755	102.939
rna-NM_001180681.3	573	374	294	89.9229
rna-NM_001180682.3	921	722	3	0.475312
rna-NM_001184680.1	270	71.016	22	35.4374
rna-NM_001180683.1	1371	1172	112	10.9316
rna-NM_001180684.3	1482	1283	72	6.41949
rna-NM_001180685.3	306	107	224	239.474
rna-NM_001180686.1	261	62.0706	124	228.523
rna-NM_001180687.1	3030	2831	287	11.5968
rna-NM_001184471.3	240	42.049	9	24.484
rna-NM_001180688.3	1908	1709	50	3.34674
rna-NM_001180689.1	681	482	620	147.143
rna-NM_001184511.1	345	146	92	72.0825
rna-NM_001180690.3	333	134	6512	5559.1
rna-NM_001180691.3	717	518	109	24.0708
rna-NM_001180692.1	828	629	493	89.6584
rna-NM_001180693.1	2529	2330	14371.1	705.551
rna-NM_001180694.3	1899	1700	67	4.50838
rna-NM_001180695.3	1668	1469	170	13.238
rna-NM_001180696.1	1449	1250	672	61.497
rna-NM_001180697.1	1965	1766	194	12.5662
rna-NM_001180698.3	1911	1712	324	21.6489
rna-YNCD0027C	72	3.52559	0	0
rna-NM_001180699.3	699	500	151	34.5463
rna-NM_001180700.1	1014	815	205	28.7734
rna-NM_001180701.1	1371	1172	141	13.7621
rna-NM_001180702.3	1287	1088	591	62.1374
rna-NM_001180703.3	2835	2636	1289	55.9374
rna-NM_001180705.1	441	242	349	164.97
rna-NM_001180706.1	1932	1733	2468	162.908
rna-NM_001180707.3	666	467	4236	1037.61
rna-NM_001180708.3	1023	824	206	28.5979
rna-NM_001180710.1	1470	1271	11	0.990015
rna-NM_001180711.1	1611	1412	18	1.45825
rna-NM_001180712.3	516	317	270	97.4314
rna-NM_001180713.3	792	593	395	76.1969
rna-NM_001180714.1	4590	4391	160	4.16823
rna-NM_001180715.1	3870	3671	153	4.76762
rna-NM_001180716.3	645	446	456	116.957
rna-NM_001180717.3	2715	2516	278	12.6395
rna-NM_001180718.1	720	521	86	18.8823
rna-NM_001180719.1	1026	827	139	19.2267
rna-NM_001180720.3	708	509	974	218.895
rna-NM_001180722.4	1089	890	204	26.2201
rna-NM_001180723.1	1125	926	218	26.9302
rna-NM_001180724.1	2580	2381	331	15.9024
rna-NM_001180726.3	498	299	7867.24	3009.86
rna-NM_001180727.3	1899	1700	366	24.6279
rna-YNCD0028W	83	3.78007	0	0
rna-NM_001180728.1	5409	5210	356	7.8164
rna-NM_001180729.1	2853	2654	141	6.07733
rna-NM_001180730.3	2448	2249	321	16.3271
rna-NM_001180731.3	1230	1031	138	15.3114
rna-NM_001180732.1	279	80.003	47	67.2027
rna-NM_001180733.1	1878	1679	103	7.01748
rna-NM_001180735.3	1182	983	493	57.3704
rna-NM_001180736.3	786	587	179	34.8827
rna-NM_001180737.1	825	626	2285	417.548
rna-NM_001180738.1	2970	2771	200	8.25635
rna-NM_001180740.3	1245	1046	1867	204.177
rna-NM_001180742.3	1605	1406	286	23.2689
rna-NM_001180743.1	987	788	77	11.1779
rna-NM_001180744.1	2133	1934	124	7.33432
rna-NM_001180745.3	423	224	12	6.12813
rna-NM_001180746.3	1113	914	81	10.1376
rna-NM_001180747.1	1044	845	131	17.7341
rna-NM_001180748.1	1749	1550	29	2.14023
rna-NM_001180749.3	546	347	51	16.8126
rna-NM_001180751.3	4263	4064	111	3.12438
rna-NM_001180752.1	2064	1865	129	7.91235
rna-YNCD0029C	73	3.5471	0	0
rna-NM_001180754.1	909	710	5	0.805576
rna-NM_001180755.3	411	212	5416.71	2922.77
rna-NM_001180756.3	1305	1106	280	28.9599
rna-NM_001180757.1	1323	1124	1801	183.291
rna-NM_001180758.1	441	242	7412.42	3503.8
rna-NM_001180759.3	1062	863	49	6.49501
rna-NM_001180760.3	2025	1826	566	35.4577
rna-NM_001180761.1	591	392	30	8.75447
rna-NM_001180762.1	564	365	923	289.27
rna-NM_001180764.3	1902	1703	311	20.8901
rna-NM_001180765.3	9807	9608	273	3.25031
rna-NM_001180766.1	1992	1793	363	23.1591
rna-NM_001180767.1	1125	926	298	36.8129
rna-NM_001180768.3	966	767	259	38.6277
rna-NM_001180769.3	111	4.6639	0	0
rna-NM_001184679.1	243	44.7603	26	66.4469
rna-NM_001180770.1	444	245	74	34.551
rna-NM_001180771.3	1560	1361	1109	93.2112
rna-NM_001180772.3	4308	4109	704	19.5989
rna-NM_001180773.1	1239	1040	1592	175.107
rna-NM_001180774.1	2697	2498	326	14.9286
rna-NM_001180776.3	675	476	244	58.6378
rna-NM_001180777.3	528	329	130	45.2004
rna-NM_001180778.2	1509	1310	160	13.9715
rna-NM_001180779.1	411	212	5376.4	2901.02
rna-NR_132161.1	124	5.2474	0	0
rna-NM_001180780.3	852	653	372	65.1665
rna-NM_001180781.3	1410	1211	252	23.8041
rna-NM_001180783.1	2631	2432	308	14.4871
rna-NM_001180784.1	675	476	339	81.4681
rna-NM_001180785.3	1902	1703	381	25.592
rna-NM_001180786.3	597	398	182	52.3098
rna-NM_001180787.1	1665	1466	174	13.5772
rna-NM_001180788.1	972	773	66	9.76695
rna-NM_001180789.3	1701	1502	340	25.8943
rna-NM_001180790.3	408	209	142	77.7207
rna-NM_001180791.1	1329	1130	2086	211.169
rna-NM_001180792.1	1926	1727	158	10.4655
rna-NM_001180793.3	2388	2189	355	18.5514
rna-NM_001180794.3	690	491	308	71.7569
rna-NM_001180795.1	627	428	298	79.6466
rna-NM_001180796.1	1602	1403	7	0.570736
rna-NM_001180797.3	885	686	164	27.3473
rna-NM_001180798.3	2301	2102	160	8.70727
rna-NM_001180800.1	951	752	586	89.1404
rna-NM_001180801.1	372	173	66	43.6408
rna-NM_001180802.3	1086	887	336	43.3322
rna-NM_001180803.3	3036	2837	147	5.92724
rna-NM_001180804.1	1971	1772	2292	147.96
rna-NM_001180805.1	1755	1556	496	36.4642
rna-NM_001180806.3	1152	953	167	20.0456
rna-NM_001180807.3	2244	2045	119	6.65654
rna-NM_001180808.1	267	68.0268	3497.28	5880.91
rna-NM_001180809.1	1566	1367	13	1.08785
rna-NM_001180810.3	1155	956	1033.79	123.7
rna-NM_001180811.3	825	626	18	3.28922
rna-NM_001180812.1	384	185	8	4.94667
rna-NM_001180813.2	2526	2327	170	8.35694
rna-NM_001180814.3	1827	1628	21	1.47557
rna-YNCD0031C	82	3.75521	0	0
rna-NM_001180815.3	3429	3230	107	3.78945
rna-NM_001180816.1	1992	1793	7818.05	498.784
rna-NM_001180818.1	306	107	559	597.617
rna-NM_001180819.3	402	203	84	47.3345
rna-NM_001180820.3	564	365	62	19.4309
rna-NM_001180821.1	432	233	313	153.668
rna-NM_001180822.1	1452	1253	286	26.1102
rna-NM_001180823.3	1344	1145	93	9.29121
rna-NM_001180824.3	1503	1304	155	13.5972
rna-NM_001180825.1	1119	920	123	15.2937
rna-NM_001180826.1	1554	1355	76	6.41607
rna-NM_001180827.3	408	209	70	38.313
rna-NM_001180828.3	2319	2120	154	8.30959
rna-NM_001180830.1	1509	1310	9	0.785897
rna-NM_001180831.1	1473	1274	34	3.05284
rna-NM_001180832.3	1449	1250	436	39.8998
rna-NM_001184632.3	90	3.96502	0	0
rna-NM_001184631.1	201	17.0167	1050	7058.46
rna-NM_001348819.1	330	131	3	2.61966
rna-NM_001184329.1	240	42.049	33	89.7745
rna-NM_001180835.4	1320	1121	1044	106.534
rna-NR_132162.1	550	351	61	19.88
rna-NM_001180836.3	1272	1073	243	25.9061
rna-NM_001180837.1	384	185	523	323.389
rna-NM_001180838.1	978	779	132	19.3835
rna-NM_001180839.3	1104	905	345	43.6079
rna-NM_001180840.3	1158	959	159	18.9659
rna-NM_001180841.1	714	515	470	104.396
rna-NM_001180842.1	1587	1388	232	19.1202
rna-NM_001180844.3	1710	1511	21909	1658.64
rna-NM_001180846.3	729	530	60	12.95
rna-NM_001180847.1	1512	1313	189	16.4661
rna-NM_001180848.1	540	341	15	5.03189
rna-NM_001180849.4	1035	836	158	21.6195
rna-NM_001180850.3	363	164	0	0
rna-NM_001180853.1	5391	5192	115.629	2.54758
rna-NM_001184302.1	3834	3635	124.456	3.91658
rna-NM_001180855.1	651	452	0	0
rna-NM_001178891.1	651	452	18.6213	4.71265
rna-NM_001178890.1	369	170	2.99196e-08	2.01326e-08
rna-NM_001178888.1	324	125	21	19.2178
rna-NM_001178887.1	696	497	76	17.4925
rna-NM_001178886.1	1491	1292	1136	100.58
rna-NM_001178885.1	1509	1310	3.5	0.305627
rna-NM_001178884.1	1695	1496	3.91207	0.299137
rna-NM_001270743.1	333	134	13	11.0977
rna-NM_001178882.1	588	389	2	0.588132
rna-NM_001178881.2	486	287	19	7.57297
rna-NM_001178880.3	1887	1688	91	6.16685
rna-NM_001178879.1	1443	1244	25	2.29887
rna-NM_001178878.1	1773	1574	1007	73.1845
rna-NM_001178877.3	1848	1649	113	7.83885
rna-NM_001178876.1	3003	2804	77	3.14129
rna-NM_001178875.1	1908	1709	542	36.2787
rna-NM_001180854.3	225	29.9375	7	26.7472
rna-NM_001395033.1	309	110	2	2.07985
rna-NM_001178873.1	1674	1475	164	12.7188
rna-NM_001178872.1	702	503	19	4.32096
rna-NM_001178871.3	1206	1007	144	16.3579
rna-NM_001178870.1	3069	2870	809	32.2449
rna-NR_132163.1	171	9.50903	0	0
rna-NM_001178869.1	498	299	7436.76	2845.16
rna-NM_001178868.3	2202	2003	460	26.2707
rna-NM_001178867.1	1530	1331	277	23.8065
rna-NM_001178866.1	771	572	1168	233.583
rna-NM_001178865.3	1182	983	307	35.7256
rna-NR_132164.1	82	3.75521	0	0
rna-NR_132165.1	91	3.99311	0	0
rna-YNCE0004C	71	3.50437	0	0
rna-NM_001178864.1	363	164	6.11668	4.26645
rna-NM_001178863.1	459	260	150	65.9952
rna-NM_001178862.3	1413	1214	165	15.5475
rna-NM_001178861.1	1164	965	1743	206.616
rna-NM_001178859.1	501	302	352	133.331
rna-NM_001178858.3	2871	2672	557	23.8459
rna-NM_001178857.1	1557	1358	889	74.8853
rna-NM_001178856.1	1488	1289	24	2.12987
rna-NM_001178855.3	1404	1205	647	61.4203
rna-NM_001178854.1	342	143	44	35.1975
rna-NM_001178853.1	684	485	167	39.3885
rna-NM_001178852.3	1197	998	1277	146.371
rna-NM_001178851.1	1503	1304	1653	145.007
rna-NM_001178850.1	501	302	2	0.757561
rna-NM_001178849.3	474	275	8994.96	3741.63
rna-NM_001178848.1	420	221	153	79.1943
rna-YNCE0005W	82	3.75521	0	0
rna-NM_001178847.1	2916	2717	495	20.8406
rna-NM_001178846.3	3648	3449	566	18.7723
rna-NM_001178845.1	1935	1736	51	3.36059
rna-NM_001178844.1	939	740	357	55.1863
rna-NM_001348820.1	462	263	26	11.3087
rna-YNCE0006W	72	3.52559	0	0
rna-NM_001178842.3	483	284	3002	1209.17
rna-NM_001178841.1	381	182	2663	1673.76
rna-NM_001178840.1	3567	3368	42	1.4265
rna-NM_001178839.3	648	449	371	94.5197
rna-NM_001178838.1	2049	1850	84	5.194
rna-NM_001178837.1	4380	4181	367	10.0411
rna-NM_001178836.3	804	605	1447	273.595
rna-NM_001184349.1	264	65.044	277	487.155
rna-NR_132166.1	369	170	10	6.72893
rna-NM_001178835.1	1683	1484	282	21.7375
rna-NM_001178834.3	804	605	132	24.9582
rna-NM_001178833.1	840	641	255	45.5069
rna-NM_001180029.1	132	5.68809	0	0
rna-NM_001178832.3	1014	815	193	27.0891
rna-NM_001178831.1	1482	1283	249	22.2007
rna-NM_001178830.1	1656	1457	709	55.6649
rna-NM_001348821.1	306	107	8	8.55265
rna-NM_001178828.3	1737	1538	277	20.6024
rna-YNCE0008C	72	3.52559	0	0
rna-NM_001178827.1	657	458	127	31.72
rna-NM_001178826.1	2115	1916	248	14.8064
rna-YNCE0009C	73	3.5471	0	0
rna-NM_001348822.1	408	209	1	0.547329
rna-YNCE0010W	72	3.52559	0	0
rna-NM_001178824.3	846	647	6611	1168.85
rna-NM_001348823.1	381	182	9	5.65673
rna-NM_001178822.1	2001	1802	195.509	12.411
rna-NM_001178821.1	1008	809	289	40.8643
rna-NM_001178820.3	849	650	88	15.4869
rna-NM_001178819.1	1029	830	91	12.5417
rna-NM_001178818.1	336	137	196	163.655
rna-NM_001178817.3	1293	1094	486	50.8175
rna-NM_001178816.1	678	479	351	83.8236
rna-NM_001178892.1	2289	2090	35	1.91565
rna-NM_001178893.3	696	497	1607	369.874
rna-NM_001178894.1	1290	1091	174	18.244
rna-NM_001178895.1	696	497	208	47.8742
rna-NM_001178896.3	1893	1694	423	28.5642
rna-NM_001178897.1	1563	1364	2928	245.556
rna-NM_001178898.1	1557	1358	176	14.8254
rna-NM_001180857.3	546	347	577	190.213
rna-NR_132167.1	160	8.03036	0	0
rna-NM_001178899.1	4011	3812	286	8.58238
rna-NM_001178900.1	378	179	820	524.029
rna-NM_001178901.3	705	506	236	53.3527
rna-NM_001178902.1	765	566	6	1.21263
rna-YNCE0012W	72	3.52559	0	0
rna-NM_001178903.1	597	398	302	86.7998
rna-NM_001178904.3	3438	3239	319	11.2661
rna-NM_001178905.1	1620	1421	104	8.37209
rna-NM_001184456.1	462	263	0	0
rna-NM_001178906.3	2235	2036	88	4.94424
rna-NM_001178907.1	1035	836	87	11.9044
rna-NM_001178908.1	2286	2087	717	39.2999
rna-NM_001178909.3	666	467	87	21.3107
rna-NM_001178910.1	1434	1235	199	18.4324
rna-NM_001180031.1	267	68.0268	287	482.61
rna-NM_001178911.3	1350	1151	451	44.8225
rna-NM_001178912.1	1572	1373	578	48.1562
rna-NM_001178913.1	2064	1865	200	12.2672
rna-NM_001178914.3	861	662	396	68.4277
rna-NM_001178915.1	2772	2573	170	7.55795
rna-NM_001178916.1	1584	1385	1538	127.029
rna-YNCE0013W	72	3.52559	0	0
rna-NM_001178917.3	831	632	302	54.6619
rna-NM_001178918.1	1254	1055	288	31.2273
rna-NM_001178919.1	1185	986	440	51.047
rna-NM_001178920.3	591	392	379	110.598
rna-NM_001178921.1	462	263	238	103.518
rna-NM_001178922.1	672	473	578	139.785
rna-NM_001178923.3	2631	2432	68	3.19845
rna-NM_001178924.1	3231	3032	107	4.03691
rna-NM_001178925.1	558	359	159	50.6637
rna-NM_001178926.3	438	239	508	243.142
rna-NM_001178927.1	1833	1634	6942	485.99
rna-NM_001178928.1	966	767	257	38.3294
rna-NM_001178929.3	1395	1196	157	15.0163
rna-NM_001301348.1	381	182	4.71112	2.96106
rna-NM_001178930.1	750	551	70.2889	14.5925
rna-NM_001184319.1	219	25.9389	13	57.3307
rna-NM_001178931.3	2193	1994	182	10.441
rna-NM_001178932.2	2280	2081	159	8.74017
rna-NM_001178933.1	555	356	83	26.67
rna-NM_001178934.3	1350	1151	3029	301.036
rna-NM_001178935.1	447	248	90	41.5131
rna-NM_001180023.1	1227	1028	6	0.667656
rna-NM_001178936.3	1470	1271	224	20.1603
rna-NM_001178937.1	432	233	27	13.2557
rna-NM_001178938.1	2694	2495	224	10.27
rna-NM_001178939.3	1176	977	303	35.4767
rna-YNCE0014W	72	3.52559	0	0
rna-NM_001184330.1	285	86.0009	110	146.314
rna-NM_001178940.1	1935	1736	2631	173.367
rna-NM_001178941.3	417	218	158	82.9078
rna-NM_001178942.1	1479	1280	207	18.4993
rna-NM_001178943.1	1584	1385	737	60.8713
rna-NM_001178944.3	903	704	73	11.8616
rna-NM_001184444.1	114	4.78619	0	0
rna-NM_001178945.1	1647	1448	52	4.10799
rna-NM_001178946.3	894	695	1907	313.878
rna-NM_001178947.1	1602	1403	7250.45	591.155
rna-NM_001180036.1	366	167	4664.55	3195.12
rna-NM_001178948.3	390	191	437	261.724
rna-NM_001178949.1	324	125	17	15.5573
rna-NM_001178950.1	1263	1064	121	13.0088
rna-NM_001178951.3	1587	1388	58.5617	4.82635
rna-NM_001180858.1	1593	1394	359.993	29.541
rna-NM_001178952.2	1329	1130	125	12.654
rna-NM_001178953.3	753	554	30589	6316.12
rna-NM_001178954.1	657	458	1140	284.731
rna-NM_001178955.1	1518	1319	467	40.5011
rna-NM_001178956.3	1674	1475	439	34.0461
rna-YNCE0015C	82	3.75521	0	0
rna-NM_001178957.1	558	359	29.7641	9.48404
rna-NM_001178958.1	486	287	264	105.224
rna-NM_001178959.3	1764	1565	418	30.5532
rna-NM_001178960.1	2592	2393	515	24.6184
rna-NM_001178961.1	2667	2468	59	2.73465
rna-NM_001178962.3	381	182	100	62.8526
rna-NM_001178963.1	390	191	678	406.061
rna-NM_001178964.2	1563	1364	1076	90.2386
rna-NM_001178965.3	408	209	10820.6	5922.45
rna-NM_001184512.1	258	59.1108	153	296.087
rna-NM_001178966.2	2787	2588	661	29.2167
rna-YNCE0016C	73	3.5471	0	0
rna-NM_001178967.3	909	710	41	6.60572
rna-NM_001178968.1	2067	1868	206	12.6149
rna-NM_001178969.1	1536	1337	85	7.27247
rna-NM_001184548.3	165	8.64817	0	0
rna-NM_001178970.1	633	434	205	54.033
rna-NM_001178971.1	1884	1685	302	20.5023
rna-NR_132168.1	551	352	35	11.3742
rna-NM_001178972.3	1410	1211	1521.67	143.738
rna-NM_001178973.1	1665	1466	1276	99.5661
rna-NM_001178974.1	858	659	263	45.6525
rna-NM_001270744.1	387	188	1	0.608467
rna-NM_001178976.3	522	323	2	0.708308
rna-NM_001178977.1	1731	1532	1553	115.96
rna-NM_001178978.1	1731	1532	55	4.10675
rna-NM_001180032.3	249	50.3754	154	349.701
rna-NM_001178979.3	2013	1814	710	44.773
rna-NM_001178980.1	1395	1196	226	21.6158
rna-NM_001178981.1	1524	1325	606	52.318
rna-NM_001178982.3	2304	2105	1589	86.3508
rna-NM_001178983.3	378	179	178	113.753
rna-NM_001178984.1	4293	4094	144	4.02355
rna-NM_001180860.1	414	215	36	19.154
rna-NM_001178985.3	618	419	297	81.0844
rna-NM_001178986.3	1203	1004	568	64.7156
rna-NM_001178987.1	1539	1340	150	12.805
